Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
5/18/2009,SydneyAirport,9.6,19.8,0,2.6,5.2,SSE,28,NW,SSE,13,17,63,57,1025.6,1023.3,3,5,15.5,18.9,No,3.8,Yes
11/4/2010,MountGinini,-0.1,4.8,0.8,NA,NA,E,44,E,ENE,15,11,98,98,NA,NA,NA,NA,-0.1,2.6,No,0.6,No
1/6/2012,Brisbane,18,31,0,7.2,8.3,NE,22,SW,ENE,4,11,62,54,1012.2,1009.5,7,2,25.5,29.1,No,0,No
7/26/2010,Watsonia,3.3,14.7,0,1.2,8,SSW,22,ENE,SSW,6,13,100,61,1036.3,1034.9,3,5,5.9,13.7,No,0.2,No
11/8/2011,BadgerysCreek,17.4,34.6,NA,NA,NA,WNW,67,SW,NNE,4,13,100,43,1014.5,1007.9,NA,NA,19.9,31.6,NA,9,Yes
4/21/2010,MelbourneAirport,14.3,23.7,0.6,5,7.7,N,41,SW,S,7,15,96,64,1022.1,1019.1,8,5,16.6,23.2,No,0,No
8/20/2011,Hobart,11.2,13.8,0.2,0.6,4.2,ESE,26,ENE,ESE,6,17,95,89,1034.4,1033.6,NA,NA,11.7,12.5,No,0,No
11/24/2011,Sydney,15.3,18.3,14.8,3.4,0,ESE,43,SE,ESE,19,24,75,76,1026.6,1025.7,NA,NA,17.4,17.3,Yes,7.6,Yes
11/13/2010,Townsville,21.5,29.6,17.4,2.8,4.6,ESE,37,SE,ENE,19,22,83,78,1014.6,1012,6,7,26.4,28.6,Yes,7.6,Yes
12/25/2009,Walpole,9.5,22.4,0,NA,NA,SSW,31,SSE,SSE,9,15,63,62,1019.5,1016.3,NA,NA,19.7,21,No,0,No
5/12/2009,Cobar,9.7,23.2,0,4,8.7,S,24,NE,SW,13,9,42,29,1021.5,1018,0,4,16.3,21.6,No,0,No
2/14/2010,NorahHead,22.8,26.4,NA,NA,NA,N,48,NA,NNE,NA,15,NA,90,NA,1004.5,NA,NA,NA,25.2,NA,5.8,Yes
2/8/2011,Moree,21.3,31.2,13.4,5,7.8,NE,48,ENE,NNW,13,13,86,55,1015.3,1013.1,5,6,22.2,29.6,Yes,10.8,Yes
3/31/2010,Ballarat,10.1,21.7,0,NA,NA,SE,41,ESE,SSE,28,4,82,47,1021.5,1019.2,0,NA,12.4,21.4,No,0,No
6/18/2011,Launceston,4.3,14.4,0,NA,NA,WSW,31,NA,WSW,0,13,97,41,1004.4,1006.9,NA,NA,5.9,14,No,0,No
12/14/2009,Tuggeranong,15.7,27.4,0,NA,NA,ENE,43,NE,NNE,13,15,70,36,1020,1016.9,NA,NA,17.2,26.5,No,0,No
11/16/2010,MountGambier,4.7,18.4,0.4,2.6,4,SW,31,NW,WSW,11,13,71,43,1018.7,1016.7,7,7,12.2,16.4,No,0,No
10/26/2010,Adelaide,10.8,21.2,0,3.6,10.1,SW,35,WSW,W,11,22,60,43,1019.2,1019.2,NA,NA,16.6,21.1,No,0,No
6/4/2009,BadgerysCreek,8.5,17.6,0.2,NA,NA,ENE,15,NA,ENE,0,9,99,80,1021,1016.7,NA,NA,11.3,17,No,0,No
1/24/2011,Hobart,15.5,20.1,5.2,10.6,10.7,WSW,61,NW,WSW,28,17,56,39,992.5,999.7,NA,NA,18.1,17.4,Yes,0,No
2/26/2009,Portland,11.8,24.4,0,4.6,9.8,ENE,31,ENE,E,20,22,87,56,1018.4,1016.3,2,6,14.4,22.2,No,0,No
11/28/2009,Adelaide,13.2,20.3,15,NA,3.7,WNW,74,WNW,WNW,26,33,70,58,1005.2,1002.6,NA,NA,15.8,19.1,Yes,10.8,Yes
4/25/2009,Cobar,12.7,23.4,0.6,5,10.6,NW,46,WSW,WNW,13,24,64,36,1010.3,1006,1,5,17.1,21.9,No,1,No
5/23/2010,Walpole,9.6,14.4,9.4,NA,NA,SSW,76,SW,SW,35,26,65,82,1006,1007.9,NA,NA,12.2,12.5,Yes,1.4,Yes
7/23/2010,BadgerysCreek,4.7,18.1,0,NA,NA,S,30,SW,NA,15,NA,68,NA,1033,NA,NA,NA,11.5,NA,No,0,No
3/7/2009,Albany,16,20.5,0,5.8,8.6,NA,NA,E,E,28,20,61,59,1025.6,1022.9,7,6,17,19.5,No,0,No
2/9/2011,Mildura,13.1,29.8,0,6.6,10.4,SE,26,ESE,E,19,7,71,48,1020.1,1017.2,2,7,16.9,28.3,No,0,No
6/13/2009,WaggaWagga,2.5,13.1,0,0,7.9,ENE,26,ENE,NE,13,13,83,60,1018.6,1013.6,1,1,5.1,12.7,No,0,No
2/9/2011,Melbourne,12.9,27.9,0,5.4,8.6,NNW,39,WNW,N,9,22,69,56,1023.4,1019.8,7,7,14.7,23.4,No,0,No
1/1/2009,Portland,12.5,16.6,0,4.8,6.5,SW,59,SW,SW,28,28,97,99,1006.7,1010.5,NA,6,13.7,14.5,No,1.6,Yes
3/12/2009,Moree,17.6,29,0,9.8,4.5,E,41,ENE,E,24,11,54,34,1019.2,1016.8,6,8,22.8,28.2,No,0,No
3/26/2010,Walpole,15.2,19.9,0,NA,NA,E,39,ESE,E,15,19,81,79,1019.2,1014.8,NA,NA,17.6,19.1,No,0,No
6/14/2010,Watsonia,4.8,14.5,0,1.2,6.5,ENE,15,NE,E,7,4,93,53,1034.6,1031.7,6,5,6,13.6,No,0,No
5/15/2011,Cobar,1.1,16.1,0,3.2,NA,SE,26,S,S,6,11,62,33,1031.5,1029.4,0,0,8.7,15.6,No,0,No
1/20/2010,Townsville,27.8,33,0,8.6,6.3,ENE,37,ESE,NE,19,26,68,65,1009.1,1006.2,7,3,30.6,31.5,No,0,No
10/22/2009,Cairns,21.1,29.9,1,7.8,11.6,SE,41,SE,ESE,31,28,43,39,1018,1015,2,1,27.3,28.9,No,0,No
3/19/2010,CoffsHarbour,19.3,27,0.8,4.8,9.6,NE,35,W,NE,7,26,87,55,1023.6,1021.1,5,2,21,26.5,No,0,No
2/5/2011,Bendigo,20.7,21.3,66.4,9,NA,N,50,W,NW,22,17,95,94,1006.1,1007,8,8,21.2,17.3,Yes,17.6,Yes
11/22/2011,Cairns,22.5,30.5,0,5.8,11.8,NNE,28,ESE,NE,9,17,61,63,1011.4,1008.1,2,1,29.6,29.9,No,0.2,No
10/7/2010,Witchcliffe,5,24.9,0,NA,NA,NA,NA,NE,W,11,17,53,41,1029.3,1025.3,NA,NA,15.9,21.9,No,0,No
10/9/2010,MountGinini,1.7,12.4,0,NA,NA,WNW,30,N,W,9,13,98,62,NA,NA,NA,NA,3.4,12.3,No,0,No
10/7/2011,Woomera,13.2,21.9,0,4,4.3,SW,41,S,SW,19,28,71,36,1015.5,1013.6,5,7,15.6,20,No,0,No
3/21/2010,Perth,19.5,33.1,0,6,8.1,NE,39,ESE,SE,13,17,58,34,1017.2,1013.1,1,5,23.8,32.8,No,0,No
9/8/2011,Brisbane,12.7,25.2,0,4.8,11,ENE,26,W,NE,4,11,65,44,1020.6,1016.2,1,8,19.8,24,No,0,No
1/15/2009,Tuggeranong,19.5,37.1,0,NA,NA,WNW,48,N,NW,13,22,35,20,1009.8,1006.4,NA,NA,28.6,36.4,No,0,No
1/21/2009,Hobart,13.9,24.5,0,3.3,12,ESE,43,NNW,ESE,20,26,40,54,1007.1,1004.5,1,3,18.1,20.4,No,0,No
8/14/2010,Nuriootpa,7.5,13.8,1.2,2.4,2.2,NW,74,N,NW,22,35,91,65,998.1,997.7,8,7,9.7,13.5,Yes,13,Yes
12/24/2011,Cobar,19.7,34.4,0,9.2,NA,SE,31,NE,SE,11,20,54,22,1010.8,1008.3,0,3,26,32.5,No,0,No
2/13/2009,Newcastle,16.4,24.4,45.4,NA,NA,NA,NA,SE,NW,7,19,96,58,NA,NA,8,7,17,23,Yes,3.6,Yes
1/27/2012,Witchcliffe,18,38,0,NA,NA,NNW,37,N,W,15,20,37,31,1007.7,1005.9,NA,NA,31.6,34.4,No,0,No
6/9/2011,Albany,10.9,18.5,1,1.4,9.3,NA,NA,NNE,NE,6,9,85,60,1031.3,1027.8,2,4,12.2,18.1,No,0,No
12/26/2010,Cobar,17.9,32.2,12.6,10.6,NA,SW,59,SE,N,7,13,93,52,1007.1,1000.7,7,1,21,29.9,Yes,7.2,Yes
1/20/2009,Walpole,12.3,23.1,0,NA,NA,WSW,33,NW,WNW,15,20,75,70,1018.5,1017.4,NA,NA,17.5,20.5,No,0,No
5/5/2010,MountGambier,5.2,14.6,4.8,2,2.6,W,43,SW,W,11,26,78,71,1017.9,1017,7,8,11.1,13.5,Yes,3.6,Yes
6/8/2011,SalmonGums,9.5,18.6,0,NA,NA,ESE,48,SE,ESE,22,26,85,63,NA,NA,NA,NA,12.6,16.3,No,0.6,No
6/2/2009,Portland,9.5,13.3,2.4,1.2,0.6,E,31,E,E,15,17,94,87,1029,1026.3,4,8,11,12.9,Yes,4.4,Yes
10/25/2010,Canberra,3.3,19.7,0,2.2,7.7,NE,28,SSE,N,9,9,69,48,1023.2,1018.7,4,5,12.2,17.9,No,0,No
1/8/2011,PearceRAAF,14.4,32.9,0,NA,13,E,56,E,SSE,33,20,43,19,1010.9,1008.5,NA,NA,23.4,31.8,No,0,No
12/13/2010,Albany,17.2,20.5,0,6.6,7.4,NA,NA,S,SW,17,28,70,70,1009,1009.1,6,7,18.9,19.4,No,0,No
11/20/2011,Mildura,12.9,25.6,5.2,4,8.4,SW,41,SW,SSW,20,17,60,25,1017.8,1016.6,7,1,15.2,24.8,Yes,0,No
4/22/2009,Albany,13.4,17.4,4.2,5,5.6,NA,NA,SW,WSW,44,44,76,68,1011.4,1013.9,8,7,16.8,15.1,Yes,2.2,Yes
2/27/2011,Cobar,23.8,38.9,0,9.2,NA,WNW,31,NE,N,19,7,25,17,1007.8,1005.9,1,3,29.9,37.2,No,0,No
12/13/2010,Sale,11.4,22.3,1.4,7.2,11.1,SW,35,WNW,WSW,13,15,52,37,1014.7,1013.8,1,5,15.9,21.6,Yes,0,No
1/26/2009,BadgerysCreek,19.7,31,0,NA,NA,SE,35,SW,E,7,19,65,55,1019.7,1018.5,NA,NA,22,29.1,No,3.6,Yes
11/24/2009,Nuriootpa,7.2,25.6,0,7.2,9.4,SSE,39,ESE,ESE,19,15,60,16,1026.1,1022,4,6,15.8,23.5,No,0,No
2/26/2011,Adelaide,22.2,35.4,0,NA,5.1,NW,30,NE,SW,9,9,36,28,1007.9,1006.5,NA,NA,29,32.9,No,0,No
9/21/2009,Albury,3.7,19,0.2,NA,NA,NE,43,ESE,ENE,9,15,73,50,1014.5,1008.2,NA,NA,11.5,18.3,No,8.4,Yes
9/24/2009,MelbourneAirport,8.9,18.9,0,4.8,5.4,N,59,NNW,NW,30,15,65,48,1011.2,1008.8,7,6,13.3,17.9,No,2.6,Yes
1/8/2012,Dartmoor,15,22,1.8,NA,8.9,WNW,65,NW,WNW,28,33,80,43,1001.8,1002.8,NA,NA,18.6,21.1,Yes,2.4,Yes
1/9/2012,WaggaWagga,14.7,24.7,0.6,5,11.3,WSW,50,WSW,WSW,26,28,42,24,1010.5,1009.4,2,6,17.3,23.2,No,0,No
9/18/2010,Cobar,2.1,16.7,0,2.4,NA,S,30,S,S,6,11,62,45,1023.6,1019,3,7,11.8,16.3,No,0,No
12/10/2011,Tuggeranong,11.5,26.1,0,NA,NA,NE,28,SSW,E,7,9,62,35,1010.4,1005.3,NA,NA,18.2,24.5,No,5.8,Yes
9/13/2011,Mildura,1.4,23.5,0,3.4,10.1,NNW,41,N,NNW,13,19,59,19,1028,1022.2,4,6,11.4,22.1,No,0,No
4/11/2010,SydneyAirport,18.7,29.2,0,3.8,10.1,WSW,61,NNW,WSW,20,20,54,28,1007.9,1005.8,5,4,24.5,28.5,No,0,No
8/26/2010,Hobart,3.6,12.9,0,3,6,NW,70,NNW,NW,24,22,59,51,989.3,987.1,7,7,6.7,10.2,No,7.6,Yes
1/8/2011,Bendigo,19.7,34.8,0,NA,NA,SSE,61,NE,N,13,17,59,23,1010.1,1007.1,1,5,25.1,34.1,No,0,No
6/23/2010,Adelaide,8.2,18.2,0,0.8,8.1,NE,28,NE,N,4,11,66,41,1030.1,1025.9,NA,NA,10.8,17.5,No,0,No
7/30/2009,Penrith,3.2,19.7,0,NA,NA,W,33,NA,NE,0,6,83,40,NA,NA,NA,NA,8.8,19.4,No,0.2,No
1/1/2009,SydneyAirport,17.7,35.1,0,9.8,12.9,S,72,NW,NW,15,33,63,13,1005.3,1000.2,6,6,22.9,34,No,0,No
4/5/2009,BadgerysCreek,15.5,23.7,0,NA,NA,NNE,31,WSW,NNE,7,17,67,61,1020.2,1014.2,NA,NA,19,22.9,No,0.2,No
1/2/2008,Canberra,14.3,35,0,7.6,10.5,ESE,41,ESE,WSW,2,9,43,14,1012.6,1008.7,0,1,23,33.6,No,0,No
8/27/2010,Ballarat,3.3,8.8,3.8,NA,NA,SW,48,WSW,SW,20,28,98,84,1010.7,1014.2,6,8,5,6.9,Yes,2.8,Yes
3/10/2009,Newcastle,21.4,26.2,0,NA,NA,NA,NA,NE,NE,15,11,68,58,NA,NA,8,7,22.4,24.8,No,0,No
8/12/2010,PerthAirport,12.6,17.2,19,2.4,1.9,N,54,NNE,NNE,13,17,97,78,1008,1002.7,8,7,13.1,16.9,Yes,19.2,Yes
11/28/2009,Darwin,25.6,32.8,0,5,6.7,SE,50,W,WSW,11,20,76,59,1011.2,1007.6,6,6,29.8,32,No,0.6,No
3/1/2011,Launceston,11.5,18.3,0,NA,NA,SW,54,NW,WSW,15,28,70,29,999.4,1004.8,NA,NA,13.8,16.4,No,0,No
11/29/2009,Witchcliffe,10.2,22.7,0,NA,NA,S,41,SSW,S,20,22,62,49,1015.9,1015.8,NA,NA,20.1,21.4,No,0,No
6/23/2010,Melbourne,5.1,17.2,0,1,2.3,N,41,NNE,N,9,22,76,47,1035.4,1031.4,7,6,8.6,16.5,No,0,No
3/21/2009,Hobart,11.4,24,0,3,10.6,NNW,31,NNW,ESE,19,15,82,51,1012.9,1009,1,1,13.8,23.7,No,4,Yes
4/17/2009,MelbourneAirport,11.3,21.2,0,5,5.1,NNW,28,NW,SW,13,13,63,42,1017.9,1017.1,6,7,15.1,20,No,0,No
12/16/2011,Melbourne,13.7,29.3,0,6.4,11.2,NA,NA,W,SSE,13,20,66,51,1019.4,1016.1,3,2,18.5,24.7,No,0,No
10/17/2010,PearceRAAF,NA,29.4,0,NA,12.1,WSW,39,NNE,SW,17,24,22,14,1019.7,1016.2,NA,NA,23.1,29.2,No,0,No
7/6/2010,NorfolkIsland,14.7,17.5,0.6,5,7.2,SW,56,SSW,SSW,19,28,67,65,1016.6,1014.8,7,7,15.5,16.6,No,0.2,No
5/3/2010,Mildura,9.1,26.3,0,2.4,10.1,S,46,E,N,9,13,70,26,1024,1018.8,2,3,14.6,25.5,No,0,No
6/12/2010,Bendigo,1.8,12.4,0.2,0.6,NA,S,31,SW,SSW,11,13,79,66,1026.8,1026.7,1,7,7.7,10.5,No,0,No
6/2/2008,Canberra,4.6,15.7,0,1,0.6,NNE,15,SSE,NNE,6,6,85,67,1030.3,1027.1,7,7,9.9,15.5,No,0.8,No
6/26/2009,Sale,0.5,16.1,0,1.2,8,NNW,19,NW,SW,7,11,92,52,1009.7,1007.2,1,4,4.9,15.3,No,0.2,No
10/23/2011,BadgerysCreek,12.9,29.9,0,NA,NA,ENE,24,W,NE,2,11,78,31,1022.3,1016.8,NA,NA,19.6,29.3,No,0,No
3/8/2009,SydneyAirport,20.3,22.9,0,5,4.1,S,50,SSW,S,22,31,85,89,1017.8,1018.8,6,8,21.8,20.4,No,0,No
7/24/2011,Moree,1,18,0,3.6,9.7,SSW,30,E,SW,6,15,68,31,1021.2,1018.2,0,2,9.6,17.8,No,0,No
9/30/2009,Tuggeranong,0.3,19.7,0,NA,NA,WNW,41,NA,NW,0,26,65,30,1017.8,1014.2,NA,NA,9.9,18.2,No,0,No
11/25/2010,GoldCoast,18.4,26.8,1.2,NA,NA,ESE,57,E,E,31,26,58,54,1021.9,1020,NA,NA,23.8,25.2,Yes,0,No
3/26/2009,Bendigo,12.3,25.6,0,5.6,NA,SSW,41,NA,SW,0,20,88,35,1019.3,1019.8,4,1,15.7,24.2,No,0,No
2/8/2010,CoffsHarbour,19.5,27.9,1,6.4,9.3,ESE,28,SW,ESE,13,13,90,59,1021.2,1019.9,5,6,22.2,27.1,No,13.2,Yes
1/16/2012,Townsville,22.9,27.7,16.6,1.6,0.3,SE,37,SSW,ESE,13,15,89,87,1009.6,1007.3,7,7,24.3,25.8,Yes,7,Yes
8/31/2010,PerthAirport,11.8,15.7,5.2,2,0,ESE,41,E,S,9,19,89,84,1014,1012.9,7,8,13.6,14.7,Yes,1.8,Yes
3/12/2009,Perth,19.3,26.6,0,5.4,5.3,S,37,ENE,WSW,4,19,68,51,1014.2,1013,7,7,20.3,25.9,No,0,No
6/27/2009,Moree,9.3,17.7,1.6,1,4,WSW,35,N,WSW,11,24,94,62,1007.7,1005.1,8,7,12.5,16.4,Yes,0.6,No
10/3/2010,Albury,7.4,23,0,NA,NA,NE,35,SSE,NNE,2,20,72,45,1028.4,1025,NA,NA,13.4,22.3,No,0,No
12/21/2008,Bendigo,11.2,28.6,0,6.4,NA,NNE,41,NE,NNE,19,24,54,24,1018.1,1013.8,1,6,19,26.7,No,0,No
9/3/2011,Launceston,1.9,18.3,0,NA,NA,NW,31,NA,NW,0,17,82,56,1024.1,1020.5,NA,NA,7.9,17.5,No,0.2,No
3/1/2010,Melbourne,14.1,21.4,0.4,8,8.5,SSE,54,SE,SSE,33,39,45,48,1024.3,1022.2,3,7,16.7,20.5,No,0,No
8/8/2011,AliceSprings,5,26.9,0,4.8,10.5,WSW,33,E,SSW,6,9,47,16,1020.8,1015.9,0,2,12.9,26.2,No,0,No
7/28/2009,Melbourne,8.5,15.1,0,2.8,7.2,NNW,44,N,NNW,20,28,72,58,1021.6,1020.3,1,7,9.4,14,No,0,No
3/12/2011,Newcastle,19.5,28.5,0,NA,NA,NA,NA,NA,SE,0,6,90,68,NA,NA,6,1,21.6,27.5,No,0,No
10/24/2009,Watsonia,4.3,20.5,0,4.6,12.6,SSW,31,E,S,4,11,77,48,1020.7,1018.2,1,1,11.9,20.2,No,0,No
9/5/2011,Sydney,14.2,22.5,0,5.6,6.1,NNE,37,SE,NE,4,13,56,62,1026.2,1023.2,NA,NA,18,20.1,No,0,No
9/22/2010,MountGambier,7.8,13.7,0.4,0.4,1.6,S,33,SW,S,13,15,92,80,1030.7,1028.4,7,7,10.9,12.6,No,0,No
3/19/2010,Albany,15.7,21.4,0,4.2,0.7,NA,NA,NA,ESE,0,11,85,76,1019.5,1017.1,8,8,18,19.6,No,0,No
9/14/2009,Sale,4.6,16.7,0.6,3.2,9.7,WNW,56,W,SE,24,17,58,49,1022.6,1020.7,1,2,11.5,15.8,No,0,No
6/5/2009,MelbourneAirport,5.4,16.4,0,1.6,7.5,N,26,N,ESE,17,6,82,46,1018.1,1015.4,7,6,8.1,15.7,No,0,No
1/9/2009,Ballarat,4.3,20.4,0,NA,NA,SE,44,SE,SSE,24,20,57,32,1019.5,1016.3,3,NA,12.4,19.6,No,0,No
2/20/2011,SalmonGums,16.7,22.4,0,NA,NA,E,44,ESE,ESE,17,26,91,70,NA,NA,NA,NA,17.8,21,No,0,No
4/7/2010,Watsonia,15.8,24.8,15.6,5.2,4.1,NW,31,SW,NNW,2,17,100,48,1010.3,1008.4,7,7,18.1,23.9,Yes,0.2,No
12/18/2008,Adelaide,16,22.6,0,6,10.7,SW,46,SW,SW,20,26,71,49,1010.2,1011.1,NA,NA,17.3,21.4,No,0,No
6/15/2008,Canberra,2.1,14.7,0,2.6,8.2,S,43,S,SSW,24,26,72,57,1029,1026.3,1,2,9,13.8,No,0,No
4/20/2010,Moree,13.6,28.3,1,3,9.3,ENE,37,ESE,E,24,15,48,36,1022.7,1017.7,1,5,22.4,27.1,No,0,No
8/23/2009,Hobart,6.8,17.7,0.4,3.4,9.7,NW,72,NNW,NNW,6,30,68,32,998.9,993.9,1,2,10.6,17.3,No,5,Yes
8/22/2009,Townsville,16.6,27.8,0,5.6,10.8,NW,30,NW,N,11,13,65,54,1018,1014.4,2,1,24.1,26.2,No,0,No
1/12/2011,Albury,21.5,28.9,5,NA,NA,NE,44,NE,NW,19,11,66,84,1006.9,1006.2,8,NA,25.5,24.5,Yes,14.2,Yes
10/15/2009,Newcastle,13.4,25,1.4,NA,NA,NA,NA,NW,NW,19,37,37,26,NA,NA,1,5,18.4,24.2,Yes,0,No
11/24/2009,PerthAirport,11.3,37.1,0,9.2,13.2,N,39,NNE,W,17,24,16,9,1019.7,1016,0,0,29.3,32.8,No,0,No
4/9/2009,Sale,8,20.5,0,2.2,8.1,E,31,NA,E,0,24,73,58,1024.3,1020,1,1,14.7,19.8,No,0.2,No
1/6/2009,Ballarat,10.8,30.3,0,NA,NA,SSW,41,WNW,WSW,9,19,48,30,1010.6,1008,0,NA,20.1,29.9,No,0,No
3/17/2010,Bendigo,15.3,32.2,0,6.6,NA,N,33,ESE,WNW,7,13,57,26,1024.1,1022.1,1,6,20.4,30.9,No,0,No
10/1/2011,GoldCoast,12.4,27.4,0,NA,NA,W,76,SSE,W,11,37,63,21,1005.5,1001.3,NA,NA,21.3,25.4,No,0,No
6/22/2010,Penrith,9.4,16,0,NA,NA,S,24,S,SW,7,6,88,89,NA,NA,NA,NA,14.1,15.5,No,1,No
8/20/2011,PearceRAAF,11.6,23.8,NA,NA,10.4,NNW,33,N,NW,17,11,75,55,1017.1,1015.6,NA,8,17.9,22.9,NA,NA,NA
3/20/2010,Walpole,11.3,23.5,1.2,NA,NA,SE,33,SSE,SE,7,22,97,65,1019,1018.4,NA,NA,18.1,22.6,Yes,0,No
12/25/2011,Albany,15,21,0,6.2,11,NA,NA,ESE,SSE,11,19,60,62,1021.1,1019.9,6,3,18.8,20,No,0,No
9/8/2010,Melbourne,5.2,17.2,0,1.8,8.1,N,70,N,N,19,35,68,39,1025.3,1019.8,7,5,9.4,16.3,No,0,No
9/20/2010,SydneyAirport,11,19.3,0,3.6,9.1,SSW,41,S,ESE,19,22,76,62,1024.3,1022.9,3,5,16.3,18.7,No,0,No
1/31/2009,Townsville,23.5,30.3,53,6.4,0.1,SE,46,ESE,S,24,24,74,68,1006.6,1003.3,8,8,27,28.5,Yes,31.2,Yes
1/19/2010,Hobart,11.7,19.4,0.6,5,8.1,WSW,67,SW,S,37,17,54,43,1006.7,1004.9,3,7,13.6,18.2,No,0,No
6/22/2009,AliceSprings,9,22.9,0,4.6,10.2,SSW,22,WSW,SSE,15,11,37,21,1017.9,1014.6,1,1,14.9,22.5,No,0,No
4/17/2010,Cobar,14.7,27.4,0,5.8,11.3,ENE,31,ENE,N,19,2,51,31,1025.1,1021.9,2,3,19.7,26.3,No,0,No
5/4/2009,MountGinini,1.8,10.9,0,NA,NA,SW,31,SW,SSW,20,9,53,41,NA,NA,NA,NA,4.7,10.2,No,0,No
12/29/2009,Witchcliffe,18.9,28.4,0.2,NA,NA,WSW,48,NNW,SE,4,19,62,58,1005.2,1002,NA,NA,25.8,23.8,No,0.4,No
12/31/2010,Portland,13.5,34.4,0,6.6,13,NW,63,NE,W,15,37,75,52,1005.2,1005.4,1,1,20.1,24.1,No,0,No
11/6/2011,Williamtown,13.4,32.5,NA,NA,NA,WNW,41,NNW,NW,9,13,60,36,1014.3,1010.4,NA,NA,23.6,31.5,NA,3.6,Yes
1/21/2009,Ballarat,10.1,32.1,0,NA,NA,SSW,43,S,NW,7,15,66,17,1009.5,1006.2,3,NA,17,29.9,No,0,No
10/22/2009,BadgerysCreek,16,24,0,NA,NA,E,31,E,E,7,15,74,54,1025.1,1021.8,NA,NA,17.8,23,No,0,No
1/7/2010,PerthAirport,16.6,29,0,7.2,13.1,WSW,43,SSW,WSW,22,30,57,51,1011.5,1009.2,4,1,23,27.2,No,0,No
4/17/2010,BadgerysCreek,12.5,26.4,0,NA,NA,E,28,WSW,ESE,4,17,78,59,1028.6,1025.9,NA,NA,19.7,23.8,No,0,No
1/14/2010,GoldCoast,21.6,30.7,0,NA,NA,ENE,30,ESE,ENE,9,24,59,57,1015.5,1012.9,NA,NA,28.2,29.2,No,0,No
12/22/2011,Dartmoor,12.6,29.4,0,4.8,11.6,E,37,E,WSW,24,7,79,39,1015.8,1013.2,NA,NA,16.5,28.2,No,0.2,No
10/28/2009,Wollongong,15.1,22.5,0,NA,NA,NW,44,NNW,NNE,19,15,66,75,1024.7,1022.5,NA,NA,19.6,20.9,No,0,No
4/22/2010,AliceSprings,13.4,28.5,0,6.8,11,SE,30,NA,E,0,22,66,35,1018.9,1015,0,3,21.1,27.7,No,0,No
3/6/2010,PearceRAAF,14.5,29.5,0,NA,11.4,ESE,43,ESE,SE,31,26,43,27,1024.5,1020.7,NA,NA,20.1,28.2,No,0,No
11/30/2009,Brisbane,20.8,34.3,0,7.8,NA,N,35,WSW,NNE,7,17,38,51,1006.5,1002.8,1,1,29.3,29.3,No,0,No
4/21/2010,NorahHead,18.1,24.3,0.8,NA,NA,NNE,33,SSW,ENE,4,15,81,66,1023.2,1020.5,NA,NA,21.5,22.9,No,0.2,No
11/1/2009,Darwin,25.6,35.7,0,8.4,11.3,NNE,48,ENE,NNE,17,35,64,40,1013.3,1009.1,6,1,30.2,33.9,No,0,No
2/4/2009,Dartmoor,NA,NA,NA,5.6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/19/2012,Albany,13.5,23.5,0,NA,NA,NA,NA,E,ESE,19,31,71,84,NA,NA,2,2,22.9,23,No,0,No
11/21/2009,BadgerysCreek,21.8,35.3,0.4,NA,NA,E,33,WSW,E,17,17,45,30,1010.6,1005.9,NA,NA,26.6,34.6,No,0,No
12/21/2010,SydneyAirport,16.1,28.8,0,8.4,13.5,W,59,NW,W,24,28,31,20,1008.9,1008.1,1,1,21.3,27.9,No,0,No
1/26/2009,Woomera,21,39.9,0,17,13.1,ENE,44,ESE,E,24,28,22,4,1015.9,1012.5,1,1,27.4,38.6,No,0,No
4/20/2010,PearceRAAF,12.9,26.4,0,NA,9.2,SW,30,S,WSW,11,19,94,48,1015.2,1012.4,8,1,18.2,25.3,No,0,No
7/24/2010,Mildura,4.1,14.4,0,1,3.3,SSW,22,S,SSW,9,9,99,55,1033.1,1030.7,7,6,6.7,14.1,No,0,No
1/27/2011,Cairns,23.8,31.4,0,7.2,5.1,SSE,41,S,SE,17,26,61,56,1009.3,1007.3,2,3,28.7,30.5,No,5,Yes
7/6/2008,Melbourne,5.5,15.4,0,2.8,3,N,74,N,NNW,31,44,68,48,1023.1,1020.1,6,6,11.6,14.6,No,0,No
10/1/2009,Dartmoor,6.5,15,0,2.2,4.9,SSW,37,WSW,SW,15,24,77,61,1011.7,1012.7,NA,NA,12,13.8,No,0.2,No
1/23/2011,Moree,18.6,33.1,0,10.8,10.3,E,39,NE,SW,17,9,55,28,1011.9,1007.8,0,3,23.6,31.8,No,0,No
1/5/2012,PearceRAAF,18,31,0,NA,7,WNW,52,NNW,W,20,33,59,44,1008.6,1005.6,NA,NA,24.9,29.5,No,0,No
8/31/2008,Darwin,22.1,32.4,0,6.6,10.8,NE,33,E,NNW,6,24,72,55,1014.4,1010,3,2,27,30.9,No,0,No
5/14/2011,Woomera,7.8,16.5,0,3.7,6.1,ESE,37,ESE,ESE,24,19,72,42,1028.7,1027,2,NA,11.9,16,No,0,No
